meeting,page,need_number,needs_on_slide,substations,process_stage,driver,county,requesting_entity,mw,mw_basis,mw_all_values,in_service,is_data_center,text
20251104,9,DOM-2025-0059,DOM-2025-0059,Powell Creek,Need Meeting,Customer Service,Prince William,DEV,84.0,stated_load,,12/31/2028,yes,TEAC – Dominion Supplemental 11/04/2025 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0059 Process Stage: Need Meeting 11/04/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260106,3,DOM-2025-0030,DOM-2025-0030,Sunset Hill,Need Meeting,Customer Service,,DEV,100.0,stated_load,,"December 31, 2028",yes,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0030 Process Stage: Need Meeting 01/06/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260106,4,DOM-2025-0031,DOM-2025-0031,Elm Farm,Need Meeting,Customer Service,Prince William,DEV,69.0,stated_load,,"December 31, 2027",yes,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0031 Process Stage: Need Meeting 01/06/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260106,5,DOM-2025-0078,DOM-2025-0078,Barrister,Need Meeting,Customer Service,Loudoun,DEV,290.0,stated_load,,"May 31, 2029",yes,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0078 Process Stage: Need Meeting 01/06/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260106,6,DOM-2025-0098,DOM-2025-0098,Quantico,Need Meeting,Customer Service,Prince William,DEV,30.3,stated_load,,12/31/2029,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0098 Process Stage: Need Meeting 01/06/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260106,7,DOM-2026-0001,DOM-2026-0001,Correctional,Need Meeting,Customer Service,,DEV,,excluded_unanchored_mw,,12/31/2028,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2026-0001 Process Stage: Need Meeting 01/06/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260106,8,DOM-2025-0073,DOM-2025-0073,Correctional | Paper Mill | Harmony Village | Lanexa | Owl Trap | Creek,Need Meeting,,,,,excluded_unanchored_mw,,,,"TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance and Risk Need Number: DOM-2025-0073 Process Stage: Need Meeting 1/6/2026 Project Driver: Equipment Material Condition, Performance and Risk Specific Assumption References: See details on Equipment Material Condition, Performance and Risk in Dominion’s Planning Assumptions pres"
20260106,10,DOM-2025-0017,DOM-2025-0017,Hanover,Solution Meeting,Customer Service,,,,,,12/31/2026,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0017 Process Stage: Solution Meeting 1/6/2026 Previously Presented: Need Meeting 11/4/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Tr
20260106,11,DOM-2025-0017,DOM-2025-0017,,Solution Meeting,Customer Service,,,,,,,,"TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Hanover 230 kV Delivery – TX Upgrade - DEV Need Number: DOM-2025-0017 Process Stage: Solution Meeting 1/6/2026 Previously Presented: Need Meeting 11/4/2025 Project Driver: Customer Service Proposed Solution: Install high side equipment to facilitate installation of a new 84 MVA, 230-34.5 kV transformer. Estimated Proj"
20260106,12,DOM-2025-0054,DOM-2025-0054,West Creek,Solution Meeting,Customer Service,Goochland,DEV,100.0,stated_load,,01/02/2029,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0054 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260106,13,DOM-2025-0054,DOM-2025-0054,West Creek,Solution Meeting,Customer Service,,,,,,,,"TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental West Creek 230kV Delivery - DEV Need Number: DOM-2025-0054 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Proposed Solution: Cut existing 230kV Line 2009 between Short Pump and Rockville and extend a new 230kV double circuit loop, approximately"
20260106,14,DOM-2025-0070,DOM-2025-0070,,Solution Meeting,Customer Service,Culpeper,REC,300.0,stated_load,,05/01/2028,yes,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0070 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260106,15,DOM-2025-0070,DOM-2025-0070,Shaw,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Shaw 230kV Delivery - REC Need Number: DOM-2025-0070 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Proposed Solution: Cut and extend Line #2276 (Kyser-Remington) line approximately 0.6 miles on double- circuit 230 kV structures to the new Shaw
20260106,16,DOM-2025-0071,DOM-2025-0071,,Solution Meeting,Customer Service,Louisa,REC,176.0,stated_load,,08/01/2027,yes,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0071 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260106,17,DOM-2025-0071,DOM-2025-0071,Frances | Southall,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Frances 230kV Delivery - REC Need Number: DOM-2025-0071 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Proposed Solution: Connect a new Frances substation by extending a new double circuit 230kV feed from Southall substation. Lines will termina
20260106,18,DOM-2025-0071-DNH,DOM-2025-0071-DNH,Southall,Solution Meeting,Do No Harm Analysis,Louisa,,,excluded_do_no_harm,,,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2025-0071-DNH Process Stage: Solution Meeting 01/06/2026 Project Driver: Do No Harm Analysis Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem 
20260106,19,DOM-2025-0071-DNH,DOM-2025-0071-DNH,North Anna,Solution Meeting,Do No Harm Analysis,,,,excluded_do_no_harm,,,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2025-0071-DNH Process Stage: Solution Meeting 01/06/2026 Project Driver: Do No Harm Analysis Proposed Solution: • Rebuild single-circuit 230 kV Line #255 (Southall-North Anna) approximately 1.1 miles as 230 kV double-circuit lines back to North Anna. • Expand North Anna substation 
20260106,20,DOM-2025-0072,DOM-2025-0072,,Solution Meeting,Customer Service,Louisa,REC,292.0,stated_load,270 292,03/01/2029,yes,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0072 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260106,21,DOM-2025-0072,DOM-2025-0072,Wesbey Drive | Foxbrook Lane,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 01/06/2026 Dominion Transmission Zone: Supplemental Wesbey Drive 230kV Delivery - REC Need Number: DOM-2025-0072 Process Stage: Solution Meeting 01/06/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Proposed Solution: Connect a new Wesbey Drive substation by extending a new double circuit 230kV feed from Foxbrook Lane substation. Lin
20260106,22,DOM-2019-0021,DOM-2019-0021 DOM-2024-0022 DOM-2024-0023 DOM-2024-0024,,Solution Meeting,Do No Harm Analysis – Meadowville Load Area,,,,excluded_do_no_harm,,,yes,"TEAC – Dominion Supplemental 01/06/2026 Meadowville Load Area Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2019-0021, DOM-2024-0022, DOM-2024-0023, DOM-2024-0024 - DNH Process Stage: Solution Meeting 12/03/2024; Update 1/6/2026 Previously Presented: Solution Meeting 6/30/2024: DOM-2019-0021 & DOM-2024-0022 Solution Meeting 12/03/2024: DOM-2024-0023 & DOM-2024-0024 "
20260106,23,DOM-2019-0021,DOM-2019-0021 DOM-2024-0022 DOM-2024-0023 DOM-2024-0024,Meadowville | Enon | Shand Creek | Enon Shand Creek | Bermuda Hundred | Chickahominy,Solution Meeting,Do No Harm – Meadowville Load Area,,,,excluded_do_no_harm,,,,"TEAC – Dominion Supplemental 01/06/2026 Need Number: DOM-2019-0021, DOM-2024-0022, DOM-2024-0023, DOM-2024-0024 - DNH Process Stage: Solution Meeting 12/03/2024; Update 1/6/2026 Project Driver: Do No Harm – Meadowville Load Area Proposed Solution: • Connect future Meadowville substation to existing Enon substation a new switching station (Shand Creek) by constructing approximately two miles of dou"
20260203,3,DOM-2025-0032,DOM-2025-0032,Mudd Tavern,Solutions Meeting,Customer Service,Caroline,,300.0,stated_load,,08/01/2029,yes,TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0032 Process Stage: Solutions Meeting 02/03/2026 Previously Presented: Need Meeting 10/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20260203,4,DOM-2025-0032,DOM-2025-0032,Mudd Tavern,Solutions Meeting,Customer Service,,,,,,,,"TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Mudd Tavern 230kV Delivery - REC Need Number: DOM-2025-0032 Process Stage: Solutions Meeting 02/03/2026 Project Driver: Customer Service Proposed Solution: Extend two 230 kV lines approximately one mile from Orrock(Matta) to Mudd Tavern. Mudd Tavern Substation will be constructed with a 230 kV ring-bus, configured for"
20260203,5,DOM-2024-0036,DOM-2024-0036,James Hill Jamestown Drive,Solution Meeting,Customer Service,,DEV,,excluded_unanchored_mw,,12/31/2028,yes,TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0036 Process Stage: Solution Meeting 02/03/2026 Previously Presented: Need Meeting 06/04/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260203,6,DOM-2024-0036,DOM-2024-0036,James Hill | Poe,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental James Hill 230kV Delivery - DEV Need Number: DOM-2024-0036 Process Stage: Solution Meeting 02/03/2026 Project Driver: Customer Service Proposed Solution: Construct James Hill substation with a 230 kV four-breaker ring arrangement. Cut and extend 230 kV Line #2003 (Chesterfield – Poe) approximately 1.0 miles in and out
20260203,7,DOM-2025-0051,DOM-2025-0051,Emy,Solution Meeting,Customer Service,Spotsylvania,,212.0,stated_load,,07/05/2027,yes,TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0051 Process Stage: Solution Meeting 02/03/2026 Previously Presented: Need Meeting 11/04/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260203,8,DOM-2025-0051,DOM-2025-0051,New Post,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Emy 230kV Delivery - REC Need Number: DOM-2025-0051 Process Stage: Solution Meeting 02/03/2026 Project Driver: Customer Service Proposed Solution: Extend two new 230 kV lines from New Post to Emy. Add two new 230 kV breakers at New Post substation to accommodate the new lines. Cut two 230 kV lines into Emy from the So
20260203,9,DOM-2025-0083,DOM-2025-0083,Cosner,Solution Meeting,Customer Service,Spotsylvania,,300.0,stated_load,,12/01/2027,yes,TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2025-0083 Process Stage: Solution Meeting 02/03/2026 Previously Presented: Need Meeting 12/08/2025 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260203,10,DOM-2025-0083,DOM-2025-0083,,Solution Meeting,Customer Service,,,,,,,,"TEAC – Dominion Supplemental 02/03/2026 Dominion Transmission Zone: Supplemental Cosner 230kV Delivery - REC Need Number: DOM-2025-0083 Process Stage: Solution Meeting 02/03/2026 Project Driver: Customer Service Proposed Solution: Cut double-circuit New Post to Lee’s Hill lines south of Cosner and Lee’s Hill and terminate at Cosner, removing the existing line terminations at Lee’s Hill. Extend two"
20260310,3,DOM-2026-0010,DOM-2026-0010,,Need Meeting,Customer Service,Louisa,REC,259.6,stated_load,,12/31/2032,yes,TEAC – Dominion Supplemental 03/10/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2026-0010 Process Stage: Need Meeting 03/10/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260310,5,DOM-2025-0072,DOM-2025-0072,Foxbrook Lane,Solution Meeting,Do No Harm Analysis,Louisa,,,excluded_do_no_harm,,,,TEAC – Dominion Supplemental 03/10/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2025-0072 DNH Previously Presented: Solution Meeting 01/06/2026 Process Stage: Solution Meeting 03/10/2026 Project Driver: Do No Harm Analysis Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and D
20260310,6,DOM-2025-0072,DOM-2025-0072,Gordonsville | Wesbey Drive,Solution Meeting,Do No Harm Analysis,,,,excluded_do_no_harm,,,,"TEAC – Dominion Supplemental 03/10/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2025-0072 DNH Previously Presented: Solution Meeting 01/06/2026 Process Stage: Solution Meeting 03/10/2026 Project Driver: Do No Harm Analysis Proposed Solution: Wreck and rebuild the existing transmission lines #2088 (Gordonsville - Louisa CT), #2074 (Louisa CT – South Anna), #220"
20260310,7,DOM-2024-0004,DOM-2024-0004,,Solution Meeting,Customer Service,,DEV,300.0,stated_load,,1/01/2026,yes,TEAC – Dominion Supplemental 03/10/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0004 Process Stage: Solution Meeting 3/10/2026 Previously Presented: Need Meeting 02/06/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s 
20260310,8,DOM-2024-0004,DOM-2024-0004,Slayden Creek,Solution Meeting,,,,,,,,,"TEAC – Dominion Supplemental 03/10/2026 Dominion Transmission Zone: Supplemental Slayden Creek 230kV Delivery - DEV Need Number: DOM-2024-0004 Process Stage: Solution Meeting 3/10/2026 Proposed Solution: Cut existing 230kV Line 2032 between Hanover and Four Rivers and extend a new 230kV double circuit loop, approximately .5 miles, in and out of Slayden Creek Substation. Slayden Creek Substation wi"
20260407,3,DOM-2025-0100,DOM-2025-0100,Darbytown,Need Meeting,Operational Flexibility and Efficiency,,,,,,,,TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Operational Flexibility and Efficiency Need Number: DOM-2025-0100 Process Stage: Need Meeting 04/07/2026 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning Assumptions presented in December 2025. Problem St
20260407,4,DOM-2026-0015,DOM-2026-0015,Simms,Need Meeting,Customer Service,,,296.0,stated_load,,12/01/2029,yes,TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2026-0015 Process Stage: Need Meeting 04/07/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260407,5,DOM-2026-0016,DOM-2026-0016,Pleasant View | Greenwich | Liberty | Clifton | Lanexa | Jefferson Street | Valley | Newport News,Need Meeting,,,,,,,,,"TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance Risk Need Number: DOM-2026-0016 Process Stage: Need Meeting 04/07/2026 Project Driver: Equipment Material Condition, Performance Risk Specific Assumption References: See details on Equipment Material Condition, Performance and Risk in Dominion’s Planning Assumptions presented "
20260407,6,DOM-2025-0086,DOM-2025-0086,,Need Meeting,,,,,excluded_unanchored_mw,,,,"TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance and Risk Need Number: DOM-2025-0086 Process Stage: Need Meeting 04/07/2026 Project Driver: Equipment Material Condition, Performance and Risk Specific Assumption References: See details on Equipment Material Condition, Performance and Risk in Dominion’s Planning Assumptions pr"
20260407,7,DOM-2025-0088,DOM-2025-0088,Crystal,Need Meeting,,,,,excluded_unanchored_mw,,,,"TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance and Risk Need Number: DOM-2025-0088 Process Stage: Need Meeting 04/07/2026 Project Driver: Equipment Material Condition, Performance and Risk Specific Assumption References: See details on Equipment Material Condition, Performance and Risk in Dominion’s Planning Assumptions pr"
20260407,9,DOM-2023-0031,DOM-2023-0031,Auto World,Solution Meeting,Customer Service,Loudoun,DEV,,excluded_unanchored_mw,,06/15/2026,yes,TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2023-0031 Process Stage: Solution Meeting 04/07/2026 Previously Presented: Need Meeting 05/09/2023 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260407,10,DOM-2023-0031,DOM-2023-0031,,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Auto World 230kV Delivery - DEV Need Number: DOM-2023-0031 Process Stage: Solution Meeting 04/07/2026 Project Driver: Customer Service Proposed Solution: Interconnect the new substation by cutting and extending Lines #2081 and #2150 (Paragon Park – Golden – Sterling Park) into the proposed Auto World 230kV Substation.
20260407,11,DOM-2024-0016,DOM-2024-0016,Firehouse,Solutions Meeting,Customer Service,Loudoun,DEV,,excluded_unanchored_mw,,01/31/2028,yes,TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0016 Process Stage: Solutions Meeting 04/07/2026 Previously Presented: Need Meeting 04/02/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’
20260407,12,DOM-2024-0016,DOM-2024-0016,Firehouse,Solutions Meeting,Customer Service,,,,,,,,"TEAC – Dominion Supplemental 04/07/2026 Dominion Transmission Zone: Supplemental Firehouse 230kV Delivery - DEV Need Number: DOM-2024-0016 Process Stage: Solutions Meeting 04/07/2026 Project Driver: Customer Service Proposed Solution: • Construct new Firehouse Substation to accommodate a 230kV ring bus with an ultimate configuration of four (4) breakers, with all breakers initially installed. • Cu"
20260508,3,DOM-2026-0019,DOM-2026-0019,,Need Meeting,,,,,,,,,"TEAC – Dominion Supplemental 05/08/2026 Dominion Transmission Zone: Supplemental Equipment Material Condition, Performance and Risk Need Number: DOM-2026-0019 Process Stage: Need Meeting 05/08/2026 Project Driver: Equipment Material Condition, Performance Risk Specific Assumption References: See details on Equipment Material Condition, Performance and Risk in Dominion’s Planning Assumptions presen"
20260508,4,DOM-2026-0022,DOM-2026-0022,,Need Meeting,Operational Flexibility and Efficiency,,,,excluded_unanchored_mw,,,yes,TEAC – Dominion Supplemental 05/08/2026 Dominion Transmission Zone: Supplemental Operational Flexibility and Efficiency Need Number: DOM-2026-0022 Process Stage: Need Meeting 05/08/2026 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning Assumptions presented in December 2025. Problem St
20260508,6,DOM-2021-0006,DOM-2021-0006,Lebanon,Solution Meeting Update,,,,,excluded_unanchored_mw,,,,TEAC – Dominion Supplemental 05/08/2026 Partial rebuild Line #209 and Line #58 between Skiffes Creek and C&O Junction Partial rebuild Line #58 between Structure 58/305 and Yorktown C&O Junction Structure 58/305 Dominion Transmission Zone M-3 Process Line #209 and Line #58 Partial Rebuild Need Number: DOM-2021-0006 Update Process Stage: Solution Meeting Update 05/08/2026 Previous Stages: Need – 03/
20260508,7,DOM-2021-0006,DOM-2021-0006,,Solution Meeting Update,,,,,,,,,TEAC – Dominion Supplemental 05/08/2026 Dominion Transmission Zone M-3 Process Line #209 and Line #58 Partial Rebuild Need Number: DOM-2021-0006 Update Process Stage: Solution Meeting Update 05/08/2026 Previous Stage: Submission of Supplemental Project for Inclusion in the Local Plan – 11/12/2021 Selected Solution: Rebuild approximately 6.2 miles double circuit segment of Line #209 and Line #58 be
20260508,8,DOM-2024-0049,DOM-2024-0049,Stockholm,Solution Meeting,Customer Service,Henrico,DEV,300.0,stated_load,,,yes,TEAC – Dominion Supplemental 05/08/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2024-0049 Process Stage: Solution Meeting 05/08/2026 Previously Presented: Need Meeting 07/09/2024 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s
20260508,9,DOM-2024-0049,DOM-2024-0049 DOM-2022-0038 DOM-2024-0018,Thicket | Stockholm,Solution Meeting,Customer Service,,,,,,,,TEAC – Dominion Supplemental 05/08/2026 Dominion Transmission Zone: Supplemental Stockholm 230kV Delivery - DEVNeed Number: DOM-2024-0049 Process Stage: Solution Meeting 05/08/2026 Project Driver: Customer Service Proposed Solution: Approved project DOM-2022-0038 DNH cuts existing 230kV Line 2075 (Elmont to Chickahominy) in and out of White Oak creating Line 2075 (Elmont to White Oak) and Line 229
20260602,3,DOM-2026-0025,DOM-2026-0025,Mudel,Need Meeting,Customer Service,Prince William,NOVEC,300.0,stated_load,,12/30/2029,yes,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Customer Load Request Need Number: DOM-2026-0025 Process Stage: Need Meeting 06/02/2026 Project Driver: Customer Service Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission Planning Criteria. Problem Statement
20260602,5,DOM-2025-0070-DNH,DOM-2025-0070-DNH DOM-2025-0070,,Solution Meeting,Do No Harm Analysis,Culpeper,,,excluded_do_no_harm,,,,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2025-0070-DNH Process Stage: Solution Meeting 06/02/2026 Previously Presented: N/A Project Driver: Do No Harm Analysis Specific Assumption References: Customer load request will be evaluated per Dominion’s Facility Interconnection Requirements Document and Dominion’s Transmission P
20260602,6,DOM-2025-0070-DNH,DOM-2025-0070-DNH,Shaw,Solution Meeting,Do No Harm Analysis,,,,excluded_do_no_harm,,,,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2025-0070-DNH Process Stage: Solution Meeting 06/02/2026 Project Driver: Do No Harm Analysis Proposed Solution: Install a 150 MVAr Capacitor Bank at Shaw substation Estimated Project Cost: $4M Alternatives Considered: No feasible alternatives Projected In-service Date: 5/1/2028 Pro
20260602,7,DOM-2026-0022,DOM-2026-0022,,Solution Meeting,Operational Flexibility and Efficiency,,,,excluded_unanchored_mw,,,yes,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Operational Flexibility and Efficiency Need Number: DOM-2026-0022 Process Stage: Solution Meeting 06/02/2026 Previously Presented: Need Meeting 05/08/2026 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning 
20260602,8,DOM-2026-0022,DOM-2026-0022,,Solution Meeting,Operational Flexibility and Efficiency,,,,,,,,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Install 230 kV Conductor on North Anna to Bristers Structures Need Number: DOM-2026-0022 Process Stage: Solution Meeting 06/02/2026 Project Driver: Operational Flexibility and Efficiency Proposed Solution • Approved baseline projects PJM b4000.344 and b4000.345 will build a 500kV line from North Anna - Thornburg and T
20260602,9,DOM-2023-0016,DOM-2023-0016 DOM-2023-0053 DOM-2023-0055 DOM-2024-0012,,Solution Meeting,Do No Harm Analysis,,,,excluded_do_no_harm,,,,"TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Do No Harm Analysis Need Number: DOM-2023-0016, 0053, 0055, 2024-0012 - DNH Process Stage: Solution Meeting 06/02/2026 - Update Previously Presented: Solution Meeting 04/01/2025 Supplemental Project Driver: Do No Harm Analysis Specific Assumption Reference: Customer load request will be evaluated per Dominion’s Facili"
20260602,10,DOM-2023-0016,DOM-2023-0016,,Solution Meeting,Do No Harm Analysis,,,,excluded_do_no_harm,,,,"TEAC – Dominion Supplemental 06/02/2026 Need Number: DOM-2023-0016, 0053, 0055, 2024-0012 - DNH Process Stage: Solution Meeting 06/02/2026 - Update Supplemental Project Driver: Do No Harm Analysis Proposed Solution - Phase1 (01/2028): 1. Rebuild approximately 6.5 miles of the existing 230kV Line #2090 between Summit DP and Fredericksburg Sub with double-circuit structures using a higher capacity c"
20260602,12,DOM-2024-0051,DOM-2024-0051,,Solution Meeting,Operational Flexibility and Efficiency,,,,excluded_unanchored_mw,,,yes,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Operational Flexibility and EfficiencyNeed Number: DOM-2024-0051 Process Stage: Solution Meeting 06/02/2026 - Update Previously Presented: Solution Meeting 06/05/2025 Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion
20260602,13,DOM-2024-0051,DOM-2024-0051,,Solution Meeting,Operational Flexibility and Efficiency,,,,,,,,TEAC – Dominion Supplemental 06/02/2026 Dominion Transmission Zone: Supplemental Operational Flexibility and Efficiency Need Number: DOM-2024-0051 Process Stage: Solution Meeting 06/02/2026 - Update Project Driver: Operational Flexibility and Efficiency Specific Assumption References: See details on Operational Flexibility and Efficiency in Dominion’s Planning Assumptions presented in December 202
