asset_id,kind,pwsid,pws_name,primacy_agency,population_served,service_connections,boundary_method,verification_status,data_source,echo_url,overlapping_systems
site-d236e4f981,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-7d1dcde9cc,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-f1eb145e02,site,VA4041845,CHESTERFIELD CO CENTRAL WATER SYSTEM,VA,383115,122825,System Sourced,,https://services3.arcgis.com/TsynfzBSE6sXfoLq/arcgis/rest/services/Water_Service_Line_Material_Shape_File/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=VA4041845&sys=SDWIS,1
site-884d6b0029,site,GA3130000,DALTON UTILITIES,GA,99315,36549,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=GA3130000&sys=SDWIS,1
site-560b0d10da,site,TX0610002,CITY OF DENTON,TX,150037,58289,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0610002&sys=SDWIS,1
site-180c28ad02,site,ND1101442,SOUTHEAST WUD (WEST),ND,1275,600,System Sourced,,https://www.arcgis.com/home/item.html?id=a4f83983d536407eb1adee8740f1ccde,https://echo.epa.gov/detailed-facility-report?fid=ND1101442&sys=SDWIS,2
site-e0b6cee7ee,site,NC0120025,MARBLE COMMUNITY WTR SYSTEM,NC,999,490,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0120025&sys=SDWIS,1
site-37c730e006,site,OK3005105,MUSKOGEE CO. RWD #6,OK,2550,1022,System Sourced,,https://owrb.csa.ou.edu/server/rest/services/Water_Supply/Water_Systems/MapServer/0,https://echo.epa.gov/detailed-facility-report?fid=OK3005105&sys=SDWIS,1
site-5bfdc44fcd,site,TX2270255,AUSTINS COLONY,TX,9987,3329,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2270255&sys=SDWIS,2
site-bcd949d232,site,GA1210005,NORTH FULTON COUNTY,GA,434517,149451,System Sourced,,Fulton County Water Service Lookuphttps://fulcogis.maps.arcgis.com/apps/webappviewer/index.html?id=308db7d1802b4158b97f57fa9cb86a7b,https://echo.epa.gov/detailed-facility-report?fid=GA1210005&sys=SDWIS,1
site-bbddd3a834,site,OR4100305,"FOREST GROVE, CITY OF",OR,26838,7250,System Sourced,,https://public.tableau.com/app/profile/regionalh2o/viz/Portlandmetroareawaterproviders_16436540090100/WaterProviders,https://echo.epa.gov/detailed-facility-report?fid=OR4100305&sys=SDWIS,1
site-38a6f7e34b,site,NJ1605002,PASSAIC VALLEY WATER COMMISSION,NJ,310483,53421,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ1605002&sys=SDWIS,1
site-87007e1855,site,TX0210002,CITY OF COLLEGE STATION,TX,104103,41508,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0210002&sys=SDWIS,1
site-4316d990eb,site,MD0300002,CITY OF BALTIMORE,MD,1600000,424600,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0300002&sys=SDWIS,1
site-e50a677fe2,site,MA3035000,BOSTON WATER AND SEWER COMMISSION (MWRA),MA,675647,88360,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3035000&sys=SDWIS,1
site-902029a996,site,NY5110526,SUFFOLK COUNTY WATER AUTHORITY,NY,1100000,336418,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY5110526&sys=SDWIS,1
site-9956e60e67,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-4a4cbf6653,site,CT0640011,METROPOLITAN DISTRICT COMMISSION,CT,390887,101735,System Sourced,,https://portal.ct.gov/dph/drinking-water/dws/public-water-supply-map,https://echo.epa.gov/detailed-facility-report?fid=CT0640011&sys=SDWIS,1
site-0e4cb6aeb1,site,MA2170000,MARLBOROUGH DPW  WATER DIV. (MWRA),MA,41799,10920,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA2170000&sys=SDWIS,1
site-1e54f0291c,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-834f507f42,site,PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,520000,79034,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020038&sys=SDWIS,1
site-6a500c16a8,site,RI1592024,PROVIDENCE-CITY OF,RI,333142,80386,System Sourced,,https://www.rigis.org/datasets/edc::water-supply-districts-2022/explore?location=41.731691%2C-71.525611%2C10.71,https://echo.epa.gov/detailed-facility-report?fid=RI1592024&sys=SDWIS,1
site-6ccc33e0df,site,RI1592024,PROVIDENCE-CITY OF,RI,333142,80386,System Sourced,,https://www.rigis.org/datasets/edc::water-supply-districts-2022/explore?location=41.731691%2C-71.525611%2C10.71,https://echo.epa.gov/detailed-facility-report?fid=RI1592024&sys=SDWIS,1
site-3de5573371,site,MA1281000,SPRINGFIELD WATER AND SEWER COMMISSION,MA,167954,43265,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA1281000&sys=SDWIS,1
site-87d6c05d96,site,CT0150011,AQUARION-EASTERN FAIRFIELD COUNTY,CT,351756,108501,System Sourced,,https://portal.ct.gov/dph/drinking-water/dws/public-water-supply-map,https://echo.epa.gov/detailed-facility-report?fid=CT0150011&sys=SDWIS,1
site-b60aa9480e,site,NY5903464,WHITE PLAINS CITY,NY,59559,9400,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY5903464&sys=SDWIS,1
site-136202f2b1,site,MA2348000,"WORCESTER DPWP, WATER SUPPLY DIVISION",MA,206518,43205,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA2348000&sys=SDWIS,1
site-e88f958d24,site,TX1270006,HAWLEY WSC,TX,7830,2610,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1270006&sys=SDWIS,1
site-c323f6fbc0,site,TX0380001,CITY OF CHILDRESS,TX,6105,2250,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0380001&sys=SDWIS,1
site-cbb0b1fcc3,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-44c0337a6e,site,CA4310014,CITY OF SUNNYVALE,CA,157566,28372,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310014&sys=SDWIS,2
site-2120ee9020,site,MD0020017,GLEN BURNIE-BROADNECK,MD,290606,83272,System Sourced,,Personal Communication,https://echo.epa.gov/detailed-facility-report?fid=MD0020017&sys=SDWIS,1
site-0a614d8444,site,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,TX,1115323,279758,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2270001&sys=SDWIS,1
site-dab474bd0f,site,OH3102612,CINCINNATI PUBLIC WATER SYSTEM,OH,750200,244716,System Sourced,Not Verified,https://gcww.maps.arcgis.com/apps/webappviewer/index.html?id=0a170c268c694e46a8a4e394630df0bd,https://echo.epa.gov/detailed-facility-report?fid=OH3102612&sys=SDWIS,1
site-3fd51aa93e,site,IL0430600,LOMBARD,IL,44476,13117,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0430600&sys=SDWIS,1
site-45f5e8c07d,site,IL0894070,AURORA,IL,183000,50404,System Sourced,,https://lead-service-cityofaurora.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=IL0894070&sys=SDWIS,1
site-86a7f87894,site,OH0904012,HAMILTON PUBLIC WATER SYSTEM,OH,62447,24433,System Sourced,Not Verified,https://cohohio.maps.arcgis.com/apps/webappviewer/index.html?id=eb0faa30aa3e41e788f71d8ae4d4cf5d,https://echo.epa.gov/detailed-facility-report?fid=OH0904012&sys=SDWIS,1
site-1d72139b23,site,OH8304203,WARREN CO. SOCIALVILLE PWS,OH,12587,4699,System Sourced,Not Verified,https://epa.ohio.gov/divisions-and-offices/drinking-and-ground-waters/reports-and-data/lead-lines-mapping,https://echo.epa.gov/detailed-facility-report?fid=OH8304203&sys=SDWIS,1
site-611d088ad5,site,TX0570034,CITY OF CARROLLTON,TX,136170,59408,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570034&sys=SDWIS,1
site-675b7e272e,site,TX0610004,CITY OF LEWISVILLE,TX,140880,59632,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0610004&sys=SDWIS,1
site-16d0afb7eb,site,KY0080135,FLORENCE WATER & SEWER,KY,29351,9154,System Sourced,,https://kygisserver.ky.gov/arcgis/rest/services/WGS84WM_Services/Ky_Water_WGS84WM/MapServer/11,https://echo.epa.gov/detailed-facility-report?fid=KY0080135&sys=SDWIS,3
site-2d06a48b27,site,NC0332010,"DURHAM, CITY OF",NC,322083,97873,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0332010&sys=SDWIS,1
site-e1f4f08864,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-8a37bc3a61,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-a9fbef2c25,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-7e992a133b,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-f8eec2271f,site,CT1030011,NORWALK FIRST TAXING DISTRICT,CT,40256,11042,System Sourced,,https://portal.ct.gov/dph/drinking-water/dws/public-water-supply-map,https://echo.epa.gov/detailed-facility-report?fid=CT1030011&sys=SDWIS,1
site-64da80b65a,site,IA7820080,COUNCIL BLUFFS WATER WORKS,IA,64447,22374,System Sourced,,https://www.arcgis.com/home/item.html?id=32869a9b981b40018bb862db80d361bc,https://echo.epa.gov/detailed-facility-report?fid=IA7820080&sys=SDWIS,1
site-0b5d5e8d41,site,TX0150497,SAWS TEXAS RESEARCH PARK,TX,0,12355,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0150497&sys=SDWIS,1
site-df78fa26af,site,TX0150018,SAN ANTONIO WATER SYSTEM,TX,1999472,725972,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0150018&sys=SDWIS,1
site-3221f75337,site,NJ2004002,NJ AMERICAN WATER - RARITAN,NJ,615430,205035,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ2004002&sys=SDWIS,1
site-3bfee6b014,site,NJ1612001,TOTOWA W DEPT,NJ,10804,3900,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ1612001&sys=SDWIS,1
site-ddda31ed79,site,NY1330660,UNITED WAPPINGER WATER IMPROVEMENT DIST.,NY,14000,3808,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY1330660&sys=SDWIS,1
site-d6749116cd,site,NJ0238001,VEOLIA WATER NEW JERSEY HACKENSACK,NJ,792713,193600,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ0238001&sys=SDWIS,1
site-db7fd27698,site,TX2200012,CITY OF FORT WORTH,TX,955900,653251,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2200012&sys=SDWIS,1
site-1bab733314,site,FL6290327,CITY OF TAMPA WATER DEPARTMENT,FL,733886,143661,System Sourced,,https://services1.arcgis.com/IbNXlmt2RVVRCZ6M/ArcGIS/rest/services/ServiceLine_viewing_469fff81ff5c43559cf4a24d19263539/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=FL6290327&sys=SDWIS,1
site-3c032a4f25,site,VA2165668,R.R. DONNELLEY- RCPW,VA,1332,429,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=VA2165668&sys=SDWIS,2
site-9ba3239c3d,site,GA0890001,DEKALB COUNTY,GA,743000,193679,System Sourced,,https://services1.arcgis.com/VVapzOPgBae5joyC/arcgis/rest/services/DeKalb_LSL_Public_View/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=GA0890001&sys=SDWIS,1
site-24286d9f05,site,SC2310001,GREENVILLE WATER (2310001),SC,396265,187695,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=SC2310001&sys=SDWIS,1
site-f3b2266759,site,AL0000882,HUNTSVILLE UTILITIES,AL,262158,87386,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000882&sys=SDWIS,1
site-2ba6774d4c,site,SC2610001,MYRTLE BEACH CITY OF (SC2610001),SC,50930,26462,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=SC2610001&sys=SDWIS,1
site-2a7f2d9e3c,site,TN0000107,TENNESSEE AMERICAN WATER,TN,211499,88865,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000107&sys=SDWIS,1
site-e0f5a654b7,site,AL0000738,"BIRMINGHAM, THE WW BOARD OF THE CITY OF",AL,585000,195000,System Sourced,,https://services6.arcgis.com/lYqyGpgMYaP5fEPv/arcgis/rest/services/ServiceLine_viewing_4b9fd0f0410b4100b7497a8c9cc8f563/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=AL0000738&sys=SDWIS,1
site-fdcacb2cf6,site,WY5600052,"SHERIDAN, CITY OF",WY,22700,9841,System Sourced,,Region 8,https://echo.epa.gov/detailed-facility-report?fid=WY5600052&sys=SDWIS,1
site-2d5c0b3270,site,NC0160010,CHARLOTTE WATER,NC,1163701,323527,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0160010&sys=SDWIS,1
site-4d1c3ff3c4,site,ND0800080,BISMARCK CITY OF,ND,72417,21427,System Sourced,,https://services1.arcgis.com/XxHmL09eFqJWI0gE/arcgis/rest/services/Curb_Stops_View/FeatureServer/1,https://echo.epa.gov/detailed-facility-report?fid=ND0800080&sys=SDWIS,1
site-0a7a53960c,site,GA2150000,COLUMBUS,GA,229000,64078,System Sourced,,https://epa.maps.arcgis.com/home/item.html?id=6eb90ff16d224a96abcd9deecf1cd087,https://echo.epa.gov/detailed-facility-report?fid=GA2150000&sys=SDWIS,1
site-4f57a20de2,site,FL4130871,MDWASA - MAIN SYSTEM,FL,2300000,560000,System Sourced,,https://experience.arcgis.com/experience/914132252dbb4639873d02988af59f23/page/english,https://echo.epa.gov/detailed-facility-report?fid=FL4130871&sys=SDWIS,1
site-d29df9bdf4,site,PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,520000,79034,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020038&sys=SDWIS,1
site-27bbe650f7,site,PA5100012,PA AMERICAN WATER CO BUTLER,PA,43286,19978,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5100012&sys=SDWIS,1
site-7f639899d2,site,PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,520000,79034,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020038&sys=SDWIS,1
site-5a358f5dab,site,HI0000331,HNL-WINDWARD-PEARL HARBOR,HI,631389,106491,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=HI0000331&sys=SDWIS,1
site-9dfcd2eae8,site,CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",CA,3856043,709623,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA1910067&sys=SDWIS,1
site-b8f79efb1e,site,CA1910040,"EL SEGUNDO-CITY, WATER DEPT.",CA,16445,6364,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA1910040&sys=SDWIS,1
site-5807f024e6,site,ND0900336,FARGO CITY OF,ND,120762,30766,System Sourced,,https://www.arcgis.com/home/item.html?id=220ef3f0704b4fd48f0a818254c4f68f,https://echo.epa.gov/detailed-facility-report?fid=ND0900336&sys=SDWIS,1
site-be8bb98a6f,site,NC0111010,ASHEVILLE CITY OF,NC,156720,61701,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0111010&sys=SDWIS,1
site-707a9de54c,site,LA1033005,BATON ROUGE WATER COMPANY,LA,579714,193238,Modeled,,Service & Plumbing Line Inventory Search – Baton Rouge Water Company,https://echo.epa.gov/detailed-facility-report?fid=LA1033005&sys=SDWIS,1
site-2a514b7f27,site,SC1010001,CHARLESTON WATER SYSTEM (SC1010001),SC,327422,146569,System Sourced,,https://experience.arcgis.com/experience/fcaaa7e0bc214e5194935262c0fe1bf7/,https://echo.epa.gov/detailed-facility-report?fid=SC1010001&sys=SDWIS,1
site-6f098ae7c3,site,SC4010001,COLUMBIA CITY OF (SC4010001),SC,319500,153420,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=SC4010001&sys=SDWIS,1
site-42079cf9d6,site,IN5203002,COLUMBUS MUNICIPAL UTILITY,IN,56490,22596,System Sourced,,https://www.arcgis.com/home/item.html?id=f9e31b43dbd84fe39763ba7a95e4fff3,https://echo.epa.gov/detailed-facility-report?fid=IN5203002&sys=SDWIS,1
site-fea13f5c56,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-ee78954cac,site,SC2310001,GREENVILLE WATER (2310001),SC,396265,187695,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=SC2310001&sys=SDWIS,1
site-3435ad4911,site,IA5252072,NORTH LIBERTY WATER SUPPLY,IA,20491,7200,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IA5252072&sys=SDWIS,1
site-a2e2c87dbf,site,LA1017031,SHREVEPORT WATER SYSTEM,LA,193488,64496,System Sourced,,https://services3.arcgis.com/cEsSI6IR59h5UGE4/arcgis/rest/services/Lead_Pipe_Properties/FeatureServer/50,https://echo.epa.gov/detailed-facility-report?fid=LA1017031&sys=SDWIS,1
site-743cb53ebc,site,SC4210001,SPARTANBURG WATER SYSTEM (4210001),SC,140024,68136,System Sourced,,https://www.spartanburgwater.org/files/files/Spartanburg_Water_Service_Area_Wholesale%20_Retail_Nov_6.2024.pdf,https://echo.epa.gov/detailed-facility-report?fid=SC4210001&sys=SDWIS,1
site-556e6f4f05,site,OR4100665,TUALATIN VALLEY WATER DISTRICT,OR,224600,62160,System Sourced,,Shared by Willamette Water Supply Program,https://echo.epa.gov/detailed-facility-report?fid=OR4100665&sys=SDWIS,1
site-3d040d7fb1,site,KS2009110,WATER DISTRICT 1 OF JOHNSON CO,KS,482000,157164,System Sourced,,https://hub.kansasgis.org/maps/KSDOT::rural-water-districts/about ,https://echo.epa.gov/detailed-facility-report?fid=KS2009110&sys=SDWIS,1
site-ce6f5e614f,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-2958df14a0,site,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,TX,1115323,279758,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2270001&sys=SDWIS,1
site-44b75ca169,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-5f9271c2b4,site,WI2410100,MILWAUKEE WATERWORKS,WI,626000,231851,System Sourced,,https://services1.arcgis.com/O7h3OCRVxKceyg19/arcgis/rest/services/Lead_in_MIlwaukee_Drinking_Water_WFL1/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=WI2410100&sys=SDWIS,1
site-ece02375cd,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-8ffc0eb992,site,CO0121150,COLORADO SPRINGS UTILITIES,CO,464111,151608,System Sourced,,https://39606065.fs1.hubspotusercontent-na1.net/hubfs/39606065/Document%20Library/WaterServiceBoundaryMap.pdf,https://echo.epa.gov/detailed-facility-report?fid=CO0121150&sys=SDWIS,1
site-39cfa5ccf0,site,MN1270005,Brooklyn Park,MN,89995,23270,System Sourced,,https://lead-service-line-inventory-brooklynpark.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=MN1270005&sys=SDWIS,1
site-6522675af9,site,GA1210001,ATLANTA,GA,1089893,262059,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=GA1210001&sys=SDWIS,1
site-4585b9e7cb,site,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,TX,1115323,279758,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2270001&sys=SDWIS,1
site-3913f8cb5b,site,MA3035000,BOSTON WATER AND SEWER COMMISSION (MWRA),MA,675647,88360,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3035000&sys=SDWIS,1
site-8d2d71beb8,site,IL0311980,MOUNT PROSPECT,IL,41492,14079,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0311980&sys=SDWIS,1
site-f81e4b1e7e,site,IL0430700,OAK BROOK,IL,9400,3295,System Sourced,,https://www.arcgis.com/home/item.html?id=a3329a235ab34c0982706796f93f70a5,https://echo.epa.gov/detailed-facility-report?fid=IL0430700&sys=SDWIS,1
site-fc6d336f15,site,OH1801212,CLEVELAND PUBLIC WATER SYSTEM,OH,1308955,453705,System Sourced,Not Verified,https://clevelandgis.maps.arcgis.com/apps/instant/sidebar/index.html?appid=4cf4e820059747ecb38bdac89a44895d,https://echo.epa.gov/detailed-facility-report?fid=OH1801212&sys=SDWIS,1
site-702d6f4e5d,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-38fc9eb19d,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-212f8959af,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-0bcc622fd6,site,CO0203012,INVERNESS WSD,CO,8140,216,System Sourced,,https://www.arcgis.com/home/item.html?id=dc20584fc2d546aab7aaa0018580343b,https://echo.epa.gov/detailed-facility-report?fid=CO0203012&sys=SDWIS,1
site-eb73f27dac,site,CO0101170,WESTMINSTER CITY OF,CO,202078,33619,System Sourced,,https://maps.cityofwestminster.us/portal/apps/webappviewer/index.html?id=6a9d2f1f7ba544fab7f2070bb4dd137d,https://echo.epa.gov/detailed-facility-report?fid=CO0101170&sys=SDWIS,1
site-47593f20fd,site,IN5249004,CITIZENS WATER - INDIANAPOLIS,IN,866928,346771,System Sourced,,https://experience.arcgis.com/experience/62c6ba97e9374962b57ba4fe26ab7d5a,https://echo.epa.gov/detailed-facility-report?fid=IN5249004&sys=SDWIS,1
