asset_id,kind,pwsid,pws_name,primacy_agency,population_served,service_connections,boundary_method,verification_status,data_source,echo_url,overlapping_systems
site-f79c3d02ed,site,IN5271014,SOUTH BEND WATER WORKS,IN,115000,46000,System Sourced,,https://epa.maps.arcgis.com/home/item.html?id=3fbf3493f45a49e1a7b6f6ca3840da70,https://echo.epa.gov/detailed-facility-report?fid=IN5271014&sys=SDWIS,1
site-b6801f7726,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-f9852450fe,site,OR4100357,"GRESHAM, CITY OF",OR,73932,17513,System Sourced,,https://images.app.goo.gl/u8B7ra4Ns5cA7Q148,https://echo.epa.gov/detailed-facility-report?fid=OR4100357&sys=SDWIS,1
site-398fd8f24d,site,TX0150018,SAN ANTONIO WATER SYSTEM,TX,1999472,725972,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0150018&sys=SDWIS,1
site-d6d1c3a2d0,site,NY2704518,ROCHESTER CITY,NY,214000,62000,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY2704518&sys=SDWIS,1
site-52f1de00ea,site,TN0000097,CASTALIAN SPRINGS-BETHPAGE U.D.,TN,14184,5234,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000097&sys=SDWIS,1
site-e39a4a92a9,site,IA8222001,IOWA-AMERICAN WTR CO-DAVENPORT,IA,147720,55352,System Sourced,,https://experience.arcgis.com/experience/4997839853a040a8b1f330523b8d929b/,https://echo.epa.gov/detailed-facility-report?fid=IA8222001&sys=SDWIS,1
site-b8d8ee3a15,site,MO6010715,ST LOUIS CITY PWS,MO,304709,95667,System Sourced,,https://services6.arcgis.com/HZXbCkpCSqbGd0vK/ArcGIS/rest/services/Utility_Side___Customer_Side_11_13_24_WFL1/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=MO6010715&sys=SDWIS,1
site-9b08aa0fe4,site,AL0000882,HUNTSVILLE UTILITIES,AL,262158,87386,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000882&sys=SDWIS,1
site-a658b888eb,site,IL0314030,ARLINGTON HEIGHTS,IL,73320,20539,System Sourced,,https://www.arcgis.com/home/item.html?id=721fd2cf60cd4b9fb154fdc358bd84ab,https://echo.epa.gov/detailed-facility-report?fid=IL0314030&sys=SDWIS,1
site-930608b6c4,site,VA3810900,"VIRGINIA BEACH, CITY OF",VA,437994,135220,System Sourced,,https://vbgov.maps.arcgis.com/home/item.html?id=75a9c36a4f394c2da6ff12c842c6d2f5,https://echo.epa.gov/detailed-facility-report?fid=VA3810900&sys=SDWIS,1
site-f24da2b13a,site,NY3100568,NIAGARA FALLS WATER BOARD,NY,50193,19500,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY3100568&sys=SDWIS,1
site-7647ab5e5e,site,FL4500130,BOCA RATON WTP,FL,130000,37134,System Sourced,,https://geo-sfwmd.hub.arcgis.com/datasets/sfwmd::current-public-supply-utility-service-areas/about,https://echo.epa.gov/detailed-facility-report?fid=FL4500130&sys=SDWIS,1
site-8f1c5f2b02,site,AZ0407092,"GILBERT, TOWN OF",AZ,247600,84000,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407092&sys=SDWIS,1
site-bbd27f6ecd,site,SD4600406,RAPID CITY,SD,72009,23171,System Sourced,,https://services.arcgis.com/NYzD3RdsOTglw6xI/ArcGIS/rest/services/RC_W_WW_Dashboard/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=SD4600406&sys=SDWIS,1
site-1610ec018d,site,NJ2004002,NJ AMERICAN WATER - RARITAN,NJ,615430,205035,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ2004002&sys=SDWIS,1
site-142f87682c,site,TX0060001,CLAUDE MUNICIPAL WATER SYSTEM,TX,1300,700,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0060001&sys=SDWIS,1
site-47c1358c7e,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-3a7ce9f352,site,NV0000076,HENDERSON CITY OF,NV,336534,131234,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=NV0000076&sys=SDWIS,1
site-652efb4bd7,site,TX0700005,CITY OF MIDLOTHIAN,TX,21450,105103,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0700005&sys=SDWIS,2
site-aade2fbc17,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-898d2ec514,site,VA6153251,PWCSA - WEST,VA,136409,42896,System Sourced,,https://services2.arcgis.com/9mMyRMFMS5yNDCCd/arcgis/rest/services/Service_Line_Inventory/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=VA6153251&sys=SDWIS,1
site-3840cad77f,site,TX0700033,ROCKETT SUD,TX,46614,24886,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0700033&sys=SDWIS,1
site-a2f26bbc45,site,CO0101150,THORNTON CITY OF,CO,226465,42530,System Sourced,,https://maps.thorntonco.gov/pdfmaps/utility-boundary.pdf,https://echo.epa.gov/detailed-facility-report?fid=CO0101150&sys=SDWIS,1
site-3b46b2cb88,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-0107c2bef8,site,VA6153251,PWCSA - WEST,VA,136409,42896,System Sourced,,https://services2.arcgis.com/9mMyRMFMS5yNDCCd/arcgis/rest/services/Service_Line_Inventory/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=VA6153251&sys=SDWIS,1
site-57b27affa4,site,IA5715093,CEDAR RAPIDS WATER DEPARTMENT,IA,141831,56370,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=IA5715093&sys=SDWIS,1
site-c1ef3ae918,site,OR4100869,"THE DALLES, CITY OF",OR,13010,5408,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=OR4100869&sys=SDWIS,1
site-79d6ef4216,site,GA0890001,DEKALB COUNTY,GA,743000,193679,System Sourced,,https://services1.arcgis.com/VVapzOPgBae5joyC/arcgis/rest/services/DeKalb_LSL_Public_View/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=GA0890001&sys=SDWIS,2
site-5accfd19e5,site,OH2504412,COLUMBUS PUBLIC WATER SYSTEM,OH,1305946,284610,System Sourced,,https://service-line-inventory-columbus.hub.arcgis.com/,https://echo.epa.gov/detailed-facility-report?fid=OH2504412&sys=SDWIS,1
site-a8a83c22fe,site,OK1021602,OKLA ORDNANCE WORKS AUTHORITY,OK,4000,113,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=OK1021602&sys=SDWIS,2
site-d5e56c8f3c,site,OR4100869,"THE DALLES, CITY OF",OR,13010,5408,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=OR4100869&sys=SDWIS,1
site-9288892ba1,site,OR4100657,PORTLAND WATER BUREAU,OR,666200,187700,System Sourced,,https://www.portland.gov/water/documents/portland-water-bureau-service-line-inventory-spreadsheet-september-2024/download,https://echo.epa.gov/detailed-facility-report?fid=OR4100657&sys=SDWIS,1
site-544250eb73,site,OH1801212,CLEVELAND PUBLIC WATER SYSTEM,OH,1308955,453705,System Sourced,Not Verified,https://clevelandgis.maps.arcgis.com/apps/instant/sidebar/index.html?appid=4cf4e820059747ecb38bdac89a44895d,https://echo.epa.gov/detailed-facility-report?fid=OH1801212&sys=SDWIS,1
site-6d24bf22d2,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-96628cd372,site,NY3100563,LOCKPORT TOWN WDS,NY,21105,6064,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY3100563&sys=SDWIS,1
site-63bd0ebafc,site,NY1400422,BUFFALO WATER AUTHORITY,NY,276000,80000,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY1400422&sys=SDWIS,1
site-f3a69943b8,site,OH3102612,CINCINNATI PUBLIC WATER SYSTEM,OH,750200,244716,System Sourced,Not Verified,https://gcww.maps.arcgis.com/apps/webappviewer/index.html?id=0a170c268c694e46a8a4e394630df0bd,https://echo.epa.gov/detailed-facility-report?fid=OH3102612&sys=SDWIS,1
site-2a9eed34c7,site,OH3102612,CINCINNATI PUBLIC WATER SYSTEM,OH,750200,244716,System Sourced,Not Verified,https://gcww.maps.arcgis.com/apps/webappviewer/index.html?id=0a170c268c694e46a8a4e394630df0bd,https://echo.epa.gov/detailed-facility-report?fid=OH3102612&sys=SDWIS,1
site-710151952f,site,TN0000494,METRO WATER SERVICES,TN,778153,336863,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000494&sys=SDWIS,1
site-20cc18cfe9,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-cf72f97593,site,PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,520000,79034,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020038&sys=SDWIS,1
site-93cd1f99e9,site,TX0150018,SAN ANTONIO WATER SYSTEM,TX,1999472,725972,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0150018&sys=SDWIS,1
site-c2806e69a1,site,FL6290327,CITY OF TAMPA WATER DEPARTMENT,FL,733886,143661,System Sourced,,https://services1.arcgis.com/IbNXlmt2RVVRCZ6M/ArcGIS/rest/services/ServiceLine_viewing_469fff81ff5c43559cf4a24d19263539/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=FL6290327&sys=SDWIS,1
site-f7f326b1e3,site,MN1620026,Saint Paul Regional Water Services,MN,365136,94295,System Sourced,,https://sprwsonline.maps.arcgis.com/apps/webappviewer/index.html?id=34713bfefee742d8a89eeacad439dabc,https://echo.epa.gov/detailed-facility-report?fid=MN1620026&sys=SDWIS,1
site-e2a1905993,site,AZ0407090,CHANDLER CITY OF,AZ,247328,81165,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407090&sys=SDWIS,1
site-a97ad16962,site,NJ0238001,VEOLIA WATER NEW JERSEY HACKENSACK,NJ,792713,193600,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ0238001&sys=SDWIS,1
site-bbcdcec840,site,TN0000494,METRO WATER SERVICES,TN,778153,336863,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000494&sys=SDWIS,1
site-de275a9bcb,site,CT1510011,WATERBURY WATER DEPARTMENT,CT,107271,26915,System Sourced,,https://portal.ct.gov/dph/drinking-water/dws/public-water-supply-map,https://echo.epa.gov/detailed-facility-report?fid=CT1510011&sys=SDWIS,1
site-6be5059513,site,NM3567701,KIRTLAND AIR FORCE BASE,NM,22500,544,System Sourced,,https://geospatialdata-ose.opendata.arcgis.com/datasets/OSE::new-mexico-public-water-system-boundaries/about,https://echo.epa.gov/detailed-facility-report?fid=NM3567701&sys=SDWIS,1
site-c548e0231c,site,SC4610002,ROCK HILL CITY OF (SC4610002),SC,82846,35092,System Sourced,,https://opendata-yorkcosc.hub.arcgis.com/datasets/YorkCoSC::county-water-and-sewer-service-area-district-boundary/about,https://echo.epa.gov/detailed-facility-report?fid=SC4610002&sys=SDWIS,1
site-5fc84cd367,site,HI0000335,WAIPAHU-EWA-WAIANAE,HI,217479,40092,System Sourced,,https://health.hawaii.gov/news/newsroom/bws-alerts-doh-to-pfas-in-waipahu-%CA%BBewa-wai%CA%BBanae-water-system/,https://echo.epa.gov/detailed-facility-report?fid=HI0000335&sys=SDWIS,1
site-c77439f5d9,site,IA1044006,JESUP MUNICIPAL WATER SUPPLY,IA,2508,1060,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IA1044006&sys=SDWIS,1
site-e97fe2430f,site,OR4100149,"BROOKINGS, CITY OF",OR,7120,3456,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=OR4100149&sys=SDWIS,1
site-2bca43b1cd,site,KY0560258,LOUISVILLE WATER COMPANY,KY,764769,311310,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=KY0560258&sys=SDWIS,1
site-da0f3ab435,site,FL2010946,GRU - MURPHREE WTP,FL,195954,67533,System Sourced,,https://data-floridaswater.opendata.arcgis.com/datasets/f2f54ba2896e464a890ce827644f250d_0/explore,https://echo.epa.gov/detailed-facility-report?fid=FL2010946&sys=SDWIS,1
site-28cba368bd,site,FL6290327,CITY OF TAMPA WATER DEPARTMENT,FL,733886,143661,System Sourced,,https://services1.arcgis.com/IbNXlmt2RVVRCZ6M/ArcGIS/rest/services/ServiceLine_viewing_469fff81ff5c43559cf4a24d19263539/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=FL6290327&sys=SDWIS,1
site-7d92ad93f5,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-6f1f2ae365,site,FL3480327,TOWN OF EATONVILLE,FL,2727,779,System Sourced,,https://data-floridaswater.opendata.arcgis.com/datasets/f2f54ba2896e464a890ce827644f250d_0/explore,https://echo.epa.gov/detailed-facility-report?fid=FL3480327&sys=SDWIS,1
site-f9fd0f5b96,site,TX1700097,STANLEY LAKE MUD,TX,3783,1284,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1700097&sys=SDWIS,1
site-ce114f2adb,site,CA0110001,ALAMEDA COUNTY WATER DISTRICT,CA,344000,86959,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA0110001&sys=SDWIS,1
site-b23b6166d2,site,CA0110001,ALAMEDA COUNTY WATER DISTRICT,CA,344000,86959,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA0110001&sys=SDWIS,1
site-4e3d769d59,site,NY1400399,ECWA AMHERST,NY,80228,29335,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY1400399&sys=SDWIS,1
site-28a0d61cdd,site,CA3710020,"SAN DIEGO, CITY OF",CA,1385379,282783,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3710020&sys=SDWIS,1
site-d3f3fe86fa,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-9f9c3695f6,site,NY0100189,ALBANY CITY,NY,98000,29000,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY0100189&sys=SDWIS,1
site-7db92506b1,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-3a3490c810,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-f8a1a20a2d,site,NY0100205,GUILDERLAND TOWN WD,NY,30000,13500,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY0100205&sys=SDWIS,1
site-abfeba9056,site,IN5202020,FORT WAYNE - 3 RIVERS FILTRATION PLANT,IN,269994,109896,System Sourced,,https://gis.acimap.us/portal/apps/webappviewer/index.html?id=3312149a2fcc4c8aa6886e117747b835,https://echo.epa.gov/detailed-facility-report?fid=IN5202020&sys=SDWIS,1
site-71558d21b5,site,NJ1225001,MIDDLESEX WATER COMPANY,NJ,233376,58344,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ1225001&sys=SDWIS,1
site-3204736256,site,IA7780042,URBANDALE WATER UTILITY,IA,45605,17564,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IA7780042&sys=SDWIS,1
site-7779132e8c,site,DE0000663,WILMINGTON WATER DEPARTMENT,DE,107976,37915,System Sourced,,https://www.wilmingtondewater.gov/245/Service-Line-Inventory-Map,https://echo.epa.gov/detailed-facility-report?fid=DE0000663&sys=SDWIS,1
site-cd6bfbe88c,site,TN0000494,METRO WATER SERVICES,TN,778153,336863,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000494&sys=SDWIS,1
site-b9a0e3ae61,site,CA3310031,"RIVERSIDE, CITY OF",CA,298398,66567,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3310031&sys=SDWIS,1
site-e8d86c76f1,site,IN5253002,CITY OF BLOOMINGTON UTILITIES,IN,83000,26449,System Sourced,,https://bloomington.in.gov/sites/default/files/2019-07/2019_Water%20System%20Map.pdf,https://echo.epa.gov/detailed-facility-report?fid=IN5253002&sys=SDWIS,1
site-86ae0bd9ef,site,IN5249004,CITIZENS WATER - INDIANAPOLIS,IN,866928,346771,System Sourced,,https://experience.arcgis.com/experience/62c6ba97e9374962b57ba4fe26ab7d5a,https://echo.epa.gov/detailed-facility-report?fid=IN5249004&sys=SDWIS,1
site-d74ddb6052,site,MN1270024,Minneapolis,MN,425300,98065,System Sourced,,https://www.minneapolismn.gov/resident-services/utility-services/water/water-quality/water-quality-lead/plumbing-faucets/lead-service-line-map/,https://echo.epa.gov/detailed-facility-report?fid=MN1270024&sys=SDWIS,1
site-336490e071,site,IA0844006,XENIA RWD (BOONE),IA,4975,1990,System Sourced,,https://www.arcgis.com/home/item.html?id=38eff0d28ce3473c867ef1e514193eba,https://echo.epa.gov/detailed-facility-report?fid=IA0844006&sys=SDWIS,1
site-5735c8aa16,site,NM3568007,WHITE SANDS MISSILE RANGE (MAIN POST)-FF,NM,4300,1000,System Sourced,,https://geospatialdata-ose.opendata.arcgis.com/datasets/OSE::new-mexico-public-water-system-boundaries/about,https://echo.epa.gov/detailed-facility-report?fid=NM3568007&sys=SDWIS,1
site-a39377f058,site,NH0801010,EXETER WATER DEPT,NH,12236,3515,System Sourced,,https://www.arcgis.com/home/item.html?id=f7f367ce57c74d2595c3e84a8f31ad74,https://echo.epa.gov/detailed-facility-report?fid=NH0801010&sys=SDWIS,1
site-6bafc6cda1,site,CO0116001,DENVER WATER BOARD,CO,1287000,311339,System Sourced,,https://www.arcgis.com/home/item.html?id=186d23c71dee48fd84e915924c028b70,https://echo.epa.gov/detailed-facility-report?fid=CO0116001&sys=SDWIS,1
site-bae7193c49,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-632d2aa14c,site,WA5321800,EAST WENATCHEE WATER DISTRICT,WA,26519,11820,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5321800&sys=SDWIS,2
site-b91b7d9ab8,site,WA5341998,KING COUNTY WATER DISTRICT #125,WA,17546,6928,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5341998&sys=SDWIS,1
site-2ae59e13c2,site,WA5341998,KING COUNTY WATER DISTRICT #125,WA,17546,6928,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5341998&sys=SDWIS,1
site-947f0925e9,site,WA5341998,KING COUNTY WATER DISTRICT #125,WA,17546,6928,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5341998&sys=SDWIS,1
